model	language	task	perturbation	probing_location	dev_acc	test_acc
XLM-RoBERTa	Czech	aspect_verb	next1	first	0.8657142857142857	0.8635714285714285
XLM-RoBERTa	Czech	aspect_verb	permute	first	0.8078571428571429	0.86
XLM-RoBERTa	Czech	aspect_verb	permute	last	0.8757142857142857	0.9007142857142857
XLM-RoBERTa	Czech	aspect_verb	prev1	last	0.8828571428571428	0.9157142857142857
XLM-RoBERTa	Czech	aspect_verb		first	0.8692857142857143	0.8642857142857142
XLM-RoBERTa	Czech	aspect_verb		last	0.9014285714285715	0.9228571428571428
XLM-RoBERTa	Czech	case_adj	next1	first	0.6071428571428571	0.5427170868347339
XLM-RoBERTa	Czech	case_adj	permute	first	0.4271708683473389	0.4054621848739495
XLM-RoBERTa	Czech	case_adj	permute	last	0.7689075630252101	0.6834733893557423
XLM-RoBERTa	Czech	case_adj	prev1	last	0.6421568627450981	0.6155462184873949
XLM-RoBERTa	Czech	case_adj		first	0.6393557422969188	0.6267507002801119
XLM-RoBERTa	Czech	case_adj		last	0.9474789915966386	0.9397759103641457
XLM-RoBERTa	Czech	case_propn	next1	first	0.8200280112044818	0.7507002801120448
XLM-RoBERTa	Czech	case_propn	permute	first	0.5287114845938375	0.4838935574229692
XLM-RoBERTa	Czech	case_propn	permute	last	0.7528011204481793	0.7030812324929973
XLM-RoBERTa	Czech	case_propn	prev1	last	0.7843137254901961	0.7485994397759104
XLM-RoBERTa	Czech	case_propn		first	0.830532212885154	0.7528011204481793
XLM-RoBERTa	Czech	case_propn		last	0.9425770308123249	0.9523809523809523
XLM-RoBERTa	Czech	degree_adj	next1	first	0.97	0.9721428571428571
XLM-RoBERTa	Czech	degree_adj	permute	first	0.9635714285714286	0.975
XLM-RoBERTa	Czech	degree_adj	permute	last	0.9807142857142858	0.9707142857142858
XLM-RoBERTa	Czech	degree_adj	prev1	last	0.9799999999999999	0.9678571428571427
XLM-RoBERTa	Czech	degree_adj		first	0.9821428571428571	0.9657142857142856
XLM-RoBERTa	Czech	degree_adj		last	0.99	0.96
XLM-RoBERTa	Czech	gender_adj	next1	first	0.48187633262260127	0.49680170575692967
XLM-RoBERTa	Czech	gender_adj	permute	first	0.4143567874911159	0.4015636105188344
XLM-RoBERTa	Czech	gender_adj	permute	last	0.6297085998578537	0.5906183368869936
XLM-RoBERTa	Czech	gender_adj	prev1	last	0.5145700071073206	0.5031982942430704
XLM-RoBERTa	Czech	gender_adj		first	0.5010660980810234	0.4086709310589907
XLM-RoBERTa	Czech	gender_adj		last	0.7953091684434968	0.7547974413646055
XLM-RoBERTa	Czech	gender_noun	next1	first	0.7789623312011372	0.7149964463397299
XLM-RoBERTa	Czech	gender_noun	permute	first	0.689410092395167	0.6353944562899787
XLM-RoBERTa	Czech	gender_noun	permute	last	0.7697228144989339	0.7675906183368869
XLM-RoBERTa	Czech	gender_noun	prev1	last	0.8088130774697939	0.7476901208244492
XLM-RoBERTa	Czech	gender_noun		first	0.757640369580668	0.7135749822316987
XLM-RoBERTa	Czech	gender_noun		last	0.8400852878464818	0.8450604122245914
XLM-RoBERTa	Czech	gender_propn	next1	first	0.7064676616915423	0.7213930348258707
XLM-RoBERTa	Czech	gender_propn	permute	first	0.5828002842928216	0.5920398009950248
XLM-RoBERTa	Czech	gender_propn	permute	last	0.7022032693674485	0.7235252309879175
XLM-RoBERTa	Czech	gender_propn	prev1	last	0.7469793887704335	0.749822316986496
XLM-RoBERTa	Czech	gender_propn		first	0.7078891257995735	0.7448471926083867
XLM-RoBERTa	Czech	gender_propn		last	0.7945984363894812	0.8251599147121534
XLM-RoBERTa	Czech	gender_verb	next1	first	0.7071783937455579	0.5700071073205402
XLM-RoBERTa	Czech	gender_verb	permute	first	0.6545842217484008	0.6126510305614783
XLM-RoBERTa	Czech	gender_verb	permute	last	0.8933901918976546	0.8329779673063255
XLM-RoBERTa	Czech	gender_verb	prev1	last	0.6382373845060413	0.5330490405117271
XLM-RoBERTa	Czech	gender_verb		first	0.7071783937455579	0.6439232409381663
XLM-RoBERTa	Czech	gender_verb		last	0.8990760483297796	0.8407960199004975
XLM-RoBERTa	Czech	mood_verb	next1	first	0.9799999999999999	0.8614285714285714
XLM-RoBERTa	Czech	mood_verb	permute	first	0.9307142857142858	0.8464285714285714
XLM-RoBERTa	Czech	mood_verb	permute	last	0.9814285714285714	0.9542857142857143
XLM-RoBERTa	Czech	mood_verb	prev1	last	0.9535714285714285	0.9114285714285714
XLM-RoBERTa	Czech	mood_verb		first	0.9607142857142856	0.8942857142857142
XLM-RoBERTa	Czech	mood_verb		last	0.99	0.955
XLM-RoBERTa	Czech	nametype_propn	next1	first	0.7375087966220971	0.7064285714285713
XLM-RoBERTa	Czech	nametype_propn	permute	first	0.5369458128078818	0.5407142857142857
XLM-RoBERTa	Czech	nametype_propn	permute	last	0.546094299788881	0.555
XLM-RoBERTa	Czech	nametype_propn	prev1	last	0.6959887403237157	0.7000000000000001
XLM-RoBERTa	Czech	nametype_propn		first	0.7135819845179451	0.67
XLM-RoBERTa	Czech	nametype_propn		last	0.7269528501055594	0.7114285714285714
XLM-RoBERTa	Czech	number_adj	next1	first	0.8371428571428571	0.8135714285714286
XLM-RoBERTa	Czech	number_adj	permute	first	0.7071428571428572	0.71
XLM-RoBERTa	Czech	number_adj	permute	last	0.8521428571428571	0.8828571428571428
XLM-RoBERTa	Czech	number_adj	prev1	last	0.84	0.8414285714285714
XLM-RoBERTa	Czech	number_adj		first	0.8185714285714286	0.7978571428571428
XLM-RoBERTa	Czech	number_adj		last	0.9657142857142856	0.9771428571428571
XLM-RoBERTa	Czech	number_noun	next1	first	0.9335714285714286	0.9342857142857143
XLM-RoBERTa	Czech	number_noun	permute	first	0.8307142857142856	0.8200000000000001
XLM-RoBERTa	Czech	number_noun	permute	last	0.8942857142857142	0.8821428571428571
XLM-RoBERTa	Czech	number_noun	prev1	last	0.9285714285714286	0.9442857142857142
XLM-RoBERTa	Czech	number_noun		first	0.9385714285714286	0.9085714285714286
XLM-RoBERTa	Czech	number_noun		last	0.9692857142857143	0.9585714285714285
XLM-RoBERTa	Czech	number_propn	next1	first	0.915	0.85
XLM-RoBERTa	Czech	number_propn	permute	first	0.8428571428571427	0.8014285714285715
XLM-RoBERTa	Czech	number_propn	permute	last	0.9071428571428573	0.8728571428571429
XLM-RoBERTa	Czech	number_propn	prev1	last	0.9221428571428572	0.8778571428571428
XLM-RoBERTa	Czech	number_propn		first	0.8942857142857142	0.8549999999999999
XLM-RoBERTa	Czech	number_propn		last	0.9571428571428571	0.915
XLM-RoBERTa	Czech	number_verb	next1	first	0.805	0.8099999999999999
XLM-RoBERTa	Czech	number_verb	permute	first	0.8114285714285714	0.835
XLM-RoBERTa	Czech	number_verb	permute	last	0.9235714285714286	0.9321428571428572
XLM-RoBERTa	Czech	number_verb	prev1	last	0.8307142857142856	0.8164285714285714
XLM-RoBERTa	Czech	number_verb		first	0.8292857142857143	0.8528571428571429
XLM-RoBERTa	Czech	number_verb		last	0.9292857142857144	0.9528571428571428
XLM-RoBERTa	Czech	person_verb	next1	first	0.8933901918976546	0.8621179815209665
XLM-RoBERTa	Czech	person_verb	permute	first	0.8479033404406539	0.8109452736318408
XLM-RoBERTa	Czech	person_verb	permute	last	0.9957356076759062	0.9765458422174841
XLM-RoBERTa	Czech	person_verb	prev1	last	0.8877043354655295	0.8855721393034826
XLM-RoBERTa	Czech	person_verb		first	0.8862828713574983	0.8606965174129353
XLM-RoBERTa	Czech	person_verb		last	0.9957356076759062	0.9808102345415779
XLM-RoBERTa	Czech	polarity_adj	next1	first	0.9642857142857143	0.937142857142857
XLM-RoBERTa	Czech	polarity_adj	permute	first	0.9914285714285713	0.9742857142857143
XLM-RoBERTa	Czech	polarity_adj	permute	last	0.8721428571428572	0.8971428571428571
XLM-RoBERTa	Czech	polarity_adj	prev1	last	0.9185714285714287	0.9521428571428572
XLM-RoBERTa	Czech	polarity_adj		first	0.995	0.975
XLM-RoBERTa	Czech	polarity_adj		last	0.9028571428571429	0.8807142857142857
XLM-RoBERTa	Czech	polarity_verb	next1	first	0.9842857142857142	0.9478571428571428
XLM-RoBERTa	Czech	polarity_verb	permute	first	0.9921428571428572	0.9864285714285714
XLM-RoBERTa	Czech	polarity_verb	permute	last	0.9414285714285714	0.9578571428571429
XLM-RoBERTa	Czech	polarity_verb	prev1	last	0.9692857142857143	0.9557142857142856
XLM-RoBERTa	Czech	polarity_verb		first	0.9942857142857143	0.9892857142857142
XLM-RoBERTa	Czech	polarity_verb		last	0.9728571428571428	0.9585714285714285
XLM-RoBERTa	Czech	voice_adj	next1	first	1.0	0.995
XLM-RoBERTa	Czech	voice_adj	permute	first	0.9921428571428572	0.995
XLM-RoBERTa	Czech	voice_adj	permute	last	1.0	1.0
XLM-RoBERTa	Czech	voice_adj	prev1	last	0.9971428571428572	0.9992857142857143
XLM-RoBERTa	Czech	voice_adj		first	0.9957142857142857	0.995
XLM-RoBERTa	Czech	voice_adj		last	1.0	1.0
XLM-RoBERTa	Danish	definite_noun	next1	first	0.96	0.92
XLM-RoBERTa	Danish	definite_noun	permute	first	0.8864285714285715	0.8857142857142858
XLM-RoBERTa	Danish	definite_noun	permute	last	0.9892857142857142	0.9864285714285714
XLM-RoBERTa	Danish	definite_noun	prev1	last	0.9671428571428571	0.9671428571428571
XLM-RoBERTa	Danish	definite_noun		first	0.9421428571428571	0.9057142857142857
XLM-RoBERTa	Danish	definite_noun		last	0.9914285714285713	0.9878571428571429
XLM-RoBERTa	Danish	gender_noun	next1	first	0.8142857142857143	0.8178571428571428
XLM-RoBERTa	Danish	gender_noun	permute	first	0.7607142857142858	0.7178571428571427
XLM-RoBERTa	Danish	gender_noun	permute	last	0.9271428571428572	0.8807142857142857
XLM-RoBERTa	Danish	gender_noun	prev1	last	0.8828571428571428	0.845
XLM-RoBERTa	Danish	gender_noun		first	0.8042857142857144	0.71
XLM-RoBERTa	Danish	gender_noun		last	0.9507142857142856	0.88
XLM-RoBERTa	Danish	number_noun	next1	first	0.885	0.8671428571428572
XLM-RoBERTa	Danish	number_noun	permute	first	0.8228571428571428	0.8221428571428572
XLM-RoBERTa	Danish	number_noun	permute	last	0.9035714285714286	0.9328571428571429
XLM-RoBERTa	Danish	number_noun	prev1	last	0.9285714285714286	0.8921428571428571
XLM-RoBERTa	Danish	number_noun		first	0.8728571428571429	0.88
XLM-RoBERTa	Danish	number_noun		last	0.9585714285714285	0.9714285714285714
XLM-RoBERTa	Danish	tense_verb	next1	first	0.9528571428571428	0.9285714285714286
XLM-RoBERTa	Danish	tense_verb	permute	first	0.9078571428571429	0.9228571428571428
XLM-RoBERTa	Danish	tense_verb	permute	last	0.9971428571428572	0.9878571428571429
XLM-RoBERTa	Danish	tense_verb	prev1	last	0.8950000000000001	0.9164285714285715
XLM-RoBERTa	Danish	tense_verb		first	0.9285714285714286	0.9357142857142857
XLM-RoBERTa	Danish	tense_verb		last	1.0	0.99
XLM-RoBERTa	Danish	verbform_verb	next1	first	0.9381663113006397	0.9438521677327648
XLM-RoBERTa	Danish	verbform_verb	permute	first	0.7867803837953092	0.7995735607675906
XLM-RoBERTa	Danish	verbform_verb	permute	last	0.92181947405828	0.9260838663823738
XLM-RoBERTa	Danish	verbform_verb	prev1	last	0.9758351101634685	0.9275053304904051
XLM-RoBERTa	Danish	verbform_verb		first	0.9523809523809524	0.9580668088130775
XLM-RoBERTa	Danish	verbform_verb		last	1.0	0.9907604832977969
XLM-RoBERTa	Dutch	gender_noun	next1	first	0.7928571428571429	0.7271428571428571
XLM-RoBERTa	Dutch	gender_noun	permute	first	0.6614285714285714	0.7057142857142856
XLM-RoBERTa	Dutch	gender_noun	permute	last	0.9242857142857144	0.9257142857142858
XLM-RoBERTa	Dutch	gender_noun	prev1	last	0.8214285714285714	0.7921428571428571
XLM-RoBERTa	Dutch	gender_noun		first	0.7678571428571429	0.78
XLM-RoBERTa	Dutch	gender_noun		last	0.9635714285714286	0.9221428571428572
XLM-RoBERTa	Dutch	gender_propn	next1	first	0.8171428571428571	0.7228571428571428
XLM-RoBERTa	Dutch	gender_propn	permute	first	0.7614285714285715	0.6742857142857143
XLM-RoBERTa	Dutch	gender_propn	permute	last	0.7814285714285714	0.6957142857142857
XLM-RoBERTa	Dutch	gender_propn	prev1	last	0.8428571428571427	0.7071428571428571
XLM-RoBERTa	Dutch	gender_propn		first	0.85	0.7421428571428572
XLM-RoBERTa	Dutch	gender_propn		last	0.8792857142857143	0.7571428571428571
XLM-RoBERTa	Dutch	number_noun	next1	first	0.9307142857142858	0.8792857142857143
XLM-RoBERTa	Dutch	number_noun	permute	first	0.8528571428571429	0.8457142857142858
XLM-RoBERTa	Dutch	number_noun	permute	last	0.9792857142857142	0.9892857142857142
XLM-RoBERTa	Dutch	number_noun	prev1	last	0.955	0.9621428571428571
XLM-RoBERTa	Dutch	number_noun		first	0.8507142857142858	0.8707142857142857
XLM-RoBERTa	Dutch	number_noun		last	0.9799999999999999	0.995
XLM-RoBERTa	Dutch	verbform_verb	next1	first	0.9623312011371714	0.976545842217484
XLM-RoBERTa	Dutch	verbform_verb	permute	first	0.8073916133617626	0.8542999289267945
XLM-RoBERTa	Dutch	verbform_verb	permute	last	0.9189765458422176	0.9132906894100924
XLM-RoBERTa	Dutch	verbform_verb	prev1	last	0.965174129353234	0.9779673063255154
XLM-RoBERTa	Dutch	verbform_verb		first	0.9466950959488274	0.9815209665955934
XLM-RoBERTa	Dutch	verbform_verb		last	0.9950248756218906	1.0
XLM-RoBERTa	English	number_noun	next1	first	0.9207142857142857	0.9692857142857143
XLM-RoBERTa	English	number_noun	permute	first	0.9214285714285715	0.9185714285714287
XLM-RoBERTa	English	number_noun	permute	last	0.9678571428571427	0.975
XLM-RoBERTa	English	number_noun	prev1	last	0.9400000000000001	0.9721428571428571
XLM-RoBERTa	English	number_noun		first	0.9257142857142858	0.9371428571428572
XLM-RoBERTa	English	number_noun		last	0.9778571428571429	0.9707142857142858
XLM-RoBERTa	English	tense_verb	next1	first	0.9828571428571429	0.975
XLM-RoBERTa	English	tense_verb	permute	first	0.9664285714285714	0.9521428571428572
XLM-RoBERTa	English	tense_verb	permute	last	0.9907142857142857	0.9914285714285713
XLM-RoBERTa	English	tense_verb	prev1	last	0.9385714285714286	0.9635714285714286
XLM-RoBERTa	English	tense_verb		first	0.9671428571428571	0.9492857142857142
XLM-RoBERTa	English	tense_verb		last	0.995	0.9921428571428572
XLM-RoBERTa	English	verbform_verb	next1	first	0.8157142857142857	0.8435714285714285
XLM-RoBERTa	English	verbform_verb	permute	first	0.655	0.6828571428571429
XLM-RoBERTa	English	verbform_verb	permute	last	0.7328571428571429	0.8235714285714285
XLM-RoBERTa	English	verbform_verb	prev1	last	0.79	0.8235714285714285
XLM-RoBERTa	English	verbform_verb		first	0.8271428571428572	0.8507142857142858
XLM-RoBERTa	English	verbform_verb		last	0.8835714285714287	0.9142857142857144
XLM-RoBERTa	Estonian	case_adj	next1	first	0.6214285714285713	0.6814285714285715
XLM-RoBERTa	Estonian	case_adj	permute	first	0.4192857142857143	0.455
XLM-RoBERTa	Estonian	case_adj	permute	last	0.9585714285714285	0.9485714285714285
XLM-RoBERTa	Estonian	case_adj	prev1	last	0.7528571428571428	0.7435714285714285
XLM-RoBERTa	Estonian	case_adj		first	0.48714285714285716	0.48928571428571427
XLM-RoBERTa	Estonian	case_adj		last	0.9728571428571428	0.9657142857142856
XLM-RoBERTa	Estonian	case_noun	next1	first	0.5836734693877551	0.5061224489795918
XLM-RoBERTa	Estonian	case_noun	permute	first	0.34149659863945575	0.3741496598639456
XLM-RoBERTa	Estonian	case_noun	permute	last	0.9115646258503401	0.908843537414966
XLM-RoBERTa	Estonian	case_noun	prev1	last	0.6653061224489795	0.7013605442176871
XLM-RoBERTa	Estonian	case_noun		first	0.41972789115646253	0.4122448979591837
XLM-RoBERTa	Estonian	case_noun		last	0.9374149659863945	0.9292517006802721
XLM-RoBERTa	Estonian	number_adj	next1	first	0.8485714285714285	0.8842857142857143
XLM-RoBERTa	Estonian	number_adj	permute	first	0.8642857142857142	0.8785714285714287
XLM-RoBERTa	Estonian	number_adj	permute	last	0.9657142857142856	0.9807142857142858
XLM-RoBERTa	Estonian	number_adj	prev1	last	0.9478571428571428	0.9542857142857143
XLM-RoBERTa	Estonian	number_adj		first	0.8721428571428572	0.8935714285714286
XLM-RoBERTa	Estonian	number_adj		last	0.9799999999999999	0.995
XLM-RoBERTa	Estonian	number_noun	next1	first	0.9185714285714287	0.9035714285714286
XLM-RoBERTa	Estonian	number_noun	permute	first	0.8328571428571429	0.8478571428571428
XLM-RoBERTa	Estonian	number_noun	permute	last	0.9614285714285714	0.9485714285714285
XLM-RoBERTa	Estonian	number_noun	prev1	last	0.9457142857142856	0.9400000000000001
XLM-RoBERTa	Estonian	number_noun		first	0.8549999999999999	0.8628571428571429
XLM-RoBERTa	Estonian	number_noun		last	0.975	0.9514285714285714
XLM-RoBERTa	Estonian	number_verb	next1	first	0.9192857142857144	0.9507142857142856
XLM-RoBERTa	Estonian	number_verb	permute	first	0.8571428571428571	0.8835714285714287
XLM-RoBERTa	Estonian	number_verb	permute	last	0.9828571428571429	0.9835714285714285
XLM-RoBERTa	Estonian	number_verb	prev1	last	0.9142857142857144	0.9121428571428571
XLM-RoBERTa	Estonian	number_verb		first	0.875	0.8928571428571429
XLM-RoBERTa	Estonian	number_verb		last	0.99	0.9942857142857143
XLM-RoBERTa	Estonian	person_verb	next1	first	0.9360341151385928	0.9371428571428572
XLM-RoBERTa	Estonian	person_verb	permute	first	0.8429282160625444	0.8392857142857143
XLM-RoBERTa	Estonian	person_verb	permute	last	0.9857853589196873	0.9685714285714285
XLM-RoBERTa	Estonian	person_verb	prev1	last	0.900497512437811	0.8985714285714286
XLM-RoBERTa	Estonian	person_verb		first	0.9026297085998579	0.9
XLM-RoBERTa	Estonian	person_verb		last	0.9907604832977969	0.9842857142857142
XLM-RoBERTa	Estonian	tense_adj	next1	first	0.9514285714285714	0.9335714285714286
XLM-RoBERTa	Estonian	tense_adj	permute	first	0.9171428571428571	0.915
XLM-RoBERTa	Estonian	tense_adj	permute	last	0.9992857142857143	0.9907142857142857
XLM-RoBERTa	Estonian	tense_adj	prev1	last	0.9714285714285714	0.9642857142857143
XLM-RoBERTa	Estonian	tense_adj		first	0.9521428571428572	0.9242857142857144
XLM-RoBERTa	Estonian	tense_adj		last	1.0	0.9935714285714285
XLM-RoBERTa	Estonian	tense_verb	next1	first	0.9507142857142856	0.9628571428571429
XLM-RoBERTa	Estonian	tense_verb	permute	first	0.8885714285714286	0.885
XLM-RoBERTa	Estonian	tense_verb	permute	last	0.9857142857142858	0.9471428571428572
XLM-RoBERTa	Estonian	tense_verb	prev1	last	0.9314285714285715	0.9214285714285715
XLM-RoBERTa	Estonian	tense_verb		first	0.9085714285714286	0.8857142857142858
XLM-RoBERTa	Estonian	tense_verb		last	0.9892857142857142	0.9457142857142856
XLM-RoBERTa	Estonian	verbform_verb	next1	first	0.925	0.9229137199434229
XLM-RoBERTa	Estonian	verbform_verb	permute	first	0.7835714285714286	0.8048090523338047
XLM-RoBERTa	Estonian	verbform_verb	permute	last	0.9464285714285714	0.9681753889674681
XLM-RoBERTa	Estonian	verbform_verb	prev1	last	0.8971428571428571	0.9080622347949081
XLM-RoBERTa	Estonian	verbform_verb		first	0.8192857142857142	0.8189533239038189
XLM-RoBERTa	Estonian	verbform_verb		last	0.9707142857142858	0.9908062234794908
XLM-RoBERTa	Estonian	voice_adj	next1	first	0.975	0.9014285714285715
XLM-RoBERTa	Estonian	voice_adj	permute	first	0.89	0.8864285714285715
XLM-RoBERTa	Estonian	voice_adj	permute	last	0.9821428571428571	0.9692857142857143
XLM-RoBERTa	Estonian	voice_adj	prev1	last	0.9521428571428572	0.9535714285714285
XLM-RoBERTa	Estonian	voice_adj		first	0.9264285714285715	0.9
XLM-RoBERTa	Estonian	voice_adj		last	0.985	0.9657142857142856
XLM-RoBERTa	Estonian	voice_verb	next1	first	0.9442857142857142	0.9299999999999999
XLM-RoBERTa	Estonian	voice_verb	permute	first	0.8878571428571428	0.8771428571428571
XLM-RoBERTa	Estonian	voice_verb	permute	last	0.9614285714285714	0.9785714285714285
XLM-RoBERTa	Estonian	voice_verb	prev1	last	0.9464285714285714	0.9378571428571428
XLM-RoBERTa	Estonian	voice_verb		first	0.9007142857142857	0.9157142857142857
XLM-RoBERTa	Estonian	voice_verb		last	0.9678571428571427	0.9785714285714285
XLM-RoBERTa	Finnish	case_adj	next1	first	0.6971153846153847	0.619958988380041
XLM-RoBERTa	Finnish	case_adj	permute	first	0.4450549450549451	0.4675324675324675
XLM-RoBERTa	Finnish	case_adj	permute	last	0.9581043956043956	0.9589883800410116
XLM-RoBERTa	Finnish	case_adj	prev1	last	0.6339285714285714	0.6322624743677375
XLM-RoBERTa	Finnish	case_adj		first	0.48420329670329665	0.4620642515379357
XLM-RoBERTa	Finnish	case_adj		last	0.971153846153846	0.9658236500341764
XLM-RoBERTa	Finnish	case_noun	next1	first	0.5645272601794341	0.611229566453447
XLM-RoBERTa	Finnish	case_noun	permute	first	0.4327122153209109	0.41151385927505324
XLM-RoBERTa	Finnish	case_noun	permute	last	0.9420289855072463	0.931769722814499
XLM-RoBERTa	Finnish	case_noun	prev1	last	0.7418909592822637	0.6510305614783227
XLM-RoBERTa	Finnish	case_noun		first	0.4465148378191856	0.42857142857142855
XLM-RoBERTa	Finnish	case_noun		last	0.9516908212560387	0.9466950959488274
XLM-RoBERTa	Finnish	case_propn	next1	first	0.7538896746817539	0.7814285714285715
XLM-RoBERTa	Finnish	case_propn	permute	first	0.5891089108910891	0.58
XLM-RoBERTa	Finnish	case_propn	permute	last	0.9519094766619519	0.9485714285714285
XLM-RoBERTa	Finnish	case_propn	prev1	last	0.8217821782178217	0.7785714285714286
XLM-RoBERTa	Finnish	case_propn		first	0.6555869872701556	0.6028571428571429
XLM-RoBERTa	Finnish	case_propn		last	0.9865629420084865	0.9592857142857143
XLM-RoBERTa	Finnish	case_verb	next1	first	0.7741496598639456	0.8129251700680272
XLM-RoBERTa	Finnish	case_verb	permute	first	0.5612244897959184	0.5945578231292518
XLM-RoBERTa	Finnish	case_verb	permute	last	0.9374149659863944	0.9476190476190477
XLM-RoBERTa	Finnish	case_verb	prev1	last	0.8088435374149661	0.7931972789115646
XLM-RoBERTa	Finnish	case_verb		first	0.6074829931972789	0.6782312925170068
XLM-RoBERTa	Finnish	case_verb		last	0.9489795918367346	0.9659863945578232
XLM-RoBERTa	Finnish	degree_adj	next1	first	0.9271428571428572	0.8884150675195451
XLM-RoBERTa	Finnish	degree_adj	permute	first	0.8921428571428571	0.8308457711442786
XLM-RoBERTa	Finnish	degree_adj	permute	last	0.9428571428571428	0.9438521677327648
XLM-RoBERTa	Finnish	degree_adj	prev1	last	0.9492857142857142	0.9559346126510305
XLM-RoBERTa	Finnish	degree_adj		first	0.915	0.8685145700071073
XLM-RoBERTa	Finnish	degree_adj		last	0.9542857142857143	0.9545131485429994
XLM-RoBERTa	Finnish	derivation_adj	next1	first	0.865	0.8721428571428572
XLM-RoBERTa	Finnish	derivation_adj	permute	first	0.8392857142857143	0.8335714285714285
XLM-RoBERTa	Finnish	derivation_adj	permute	last	0.8878571428571428	0.9121428571428571
XLM-RoBERTa	Finnish	derivation_adj	prev1	last	0.9435714285714285	0.9542857142857143
XLM-RoBERTa	Finnish	derivation_adj		first	0.8528571428571429	0.8371428571428571
XLM-RoBERTa	Finnish	derivation_adj		last	0.9007142857142857	0.9271428571428572
XLM-RoBERTa	Finnish	derivation_noun	next1	first	0.8882602545968883	0.8950000000000001
XLM-RoBERTa	Finnish	derivation_noun	permute	first	0.8224893917963225	0.8328571428571429
XLM-RoBERTa	Finnish	derivation_noun	permute	last	0.9575671852899575	0.9442857142857142
XLM-RoBERTa	Finnish	derivation_noun	prev1	last	0.9596888260254596	0.9392857142857143
XLM-RoBERTa	Finnish	derivation_noun		first	0.8288543140028288	0.8457142857142858
XLM-RoBERTa	Finnish	derivation_noun		last	0.9554455445544553	0.9492857142857142
XLM-RoBERTa	Finnish	infform_verb	next1	first	0.9535714285714285	0.8948116560056859
XLM-RoBERTa	Finnish	infform_verb	permute	first	0.8771428571428571	0.8329779673063256
XLM-RoBERTa	Finnish	infform_verb	permute	last	0.99	0.9808102345415779
XLM-RoBERTa	Finnish	infform_verb	prev1	last	0.9292857142857144	0.904051172707889
XLM-RoBERTa	Finnish	infform_verb		first	0.8871428571428571	0.8045486851457
XLM-RoBERTa	Finnish	infform_verb		last	0.995	0.9836531627576404
XLM-RoBERTa	Finnish	mood_verb	next1	first	0.9132906894100924	0.9076048329779673
XLM-RoBERTa	Finnish	mood_verb	permute	first	0.798862828713575	0.7818052594171997
XLM-RoBERTa	Finnish	mood_verb	permute	last	0.9168443496801706	0.908315565031983
XLM-RoBERTa	Finnish	mood_verb	prev1	last	0.9111584932480454	0.9033404406538735
XLM-RoBERTa	Finnish	mood_verb		first	0.8393745557924662	0.8152096659559346
XLM-RoBERTa	Finnish	mood_verb		last	0.9523809523809523	0.9502487562189056
XLM-RoBERTa	Finnish	number_adj	next1	first	0.9400000000000001	0.8807142857142857
XLM-RoBERTa	Finnish	number_adj	permute	first	0.8885714285714286	0.8642857142857142
XLM-RoBERTa	Finnish	number_adj	permute	last	0.9828571428571429	0.9735714285714285
XLM-RoBERTa	Finnish	number_adj	prev1	last	0.9578571428571429	0.945
XLM-RoBERTa	Finnish	number_adj		first	0.9178571428571429	0.8178571428571428
XLM-RoBERTa	Finnish	number_adj		last	1.0	0.99
XLM-RoBERTa	Finnish	number_noun	next1	first	0.9078571428571429	0.8914285714285715
XLM-RoBERTa	Finnish	number_noun	permute	first	0.8614285714285714	0.8621428571428572
XLM-RoBERTa	Finnish	number_noun	permute	last	0.9164285714285715	0.9707142857142858
XLM-RoBERTa	Finnish	number_noun	prev1	last	0.9228571428571428	0.9521428571428572
XLM-RoBERTa	Finnish	number_noun		first	0.8607142857142858	0.8707142857142857
XLM-RoBERTa	Finnish	number_noun		last	0.9335714285714286	0.9735714285714285
XLM-RoBERTa	Finnish	number_verb	next1	first	0.9	0.9207142857142857
XLM-RoBERTa	Finnish	number_verb	permute	first	0.8478571428571428	0.8614285714285714
XLM-RoBERTa	Finnish	number_verb	permute	last	0.9514285714285714	0.9592857142857143
XLM-RoBERTa	Finnish	number_verb	prev1	last	0.9157142857142857	0.9035714285714286
XLM-RoBERTa	Finnish	number_verb		first	0.8707142857142857	0.8614285714285714
XLM-RoBERTa	Finnish	number_verb		last	0.9585714285714285	0.9721428571428571
XLM-RoBERTa	Finnish	partform_verb	next1	first	0.9417199715707179	0.9573560767590619
XLM-RoBERTa	Finnish	partform_verb	permute	first	0.8550106609808102	0.8813077469793889
XLM-RoBERTa	Finnish	partform_verb	permute	last	0.9694385216773277	0.9601990049751244
XLM-RoBERTa	Finnish	partform_verb	prev1	last	0.9609097370291401	0.9737029140014215
XLM-RoBERTa	Finnish	partform_verb		first	0.890547263681592	0.9054726368159204
XLM-RoBERTa	Finnish	partform_verb		last	0.9928926794598437	0.9786780383795309
XLM-RoBERTa	Finnish	tense_verb	next1	first	0.9785714285714285	0.9521428571428572
XLM-RoBERTa	Finnish	tense_verb	permute	first	0.9242857142857144	0.9185714285714287
XLM-RoBERTa	Finnish	tense_verb	permute	last	0.9528571428571428	0.9742857142857143
XLM-RoBERTa	Finnish	tense_verb	prev1	last	0.9542857142857143	0.9492857142857142
XLM-RoBERTa	Finnish	tense_verb		first	0.9414285714285714	0.9349999999999999
XLM-RoBERTa	Finnish	tense_verb		last	0.9835714285714285	0.9799999999999999
